Product_ID,Product_Name,Category,Brand,Description,Price_INR,Weight,Flavor,Color,Image_Path,AI_Image_Prompt
1444,Annapurna Foods Keyboard,Electronics,Annapurna Foods,Premium keyboard for Indian households.,971,2kg,masala,brown,images/1444.png,"Photorealistic Keyboard, fictional brand 'Annapurna Foods', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1445,Swaad Plus Tea 500g,Grocery,Swaad Plus,Premium tea 500g for Indian households.,1189,1L,plain,brown,images/1445.png,"Photorealistic Tea 500g, fictional brand 'Swaad Plus', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1446,Bharat Fresh Tea 500g,Grocery,Bharat Fresh,Premium tea 500g for Indian households.,728,500g,classic,yellow,images/1446.png,"Photorealistic Tea 500g, fictional brand 'Bharat Fresh', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1447,Daily Harvest Body Lotion,Personal Care,Daily Harvest,Premium body lotion for Indian households.,140,1kg,plain,yellow,images/1447.png,"Photorealistic Body Lotion, fictional brand 'Daily Harvest', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1448,Desi Basket Ghee 1L,Dairy,Desi Basket,Premium ghee 1l for Indian households.,1253,1kg,spicy,orange,images/1448.png,"Photorealistic Ghee 1L, fictional brand 'Desi Basket', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1449,Daily Harvest Bluetooth Speaker,Electronics,Daily Harvest,Premium bluetooth speaker for Indian households.,337,1L,masala,white,images/1449.png,"Photorealistic Bluetooth Speaker, fictional brand 'Daily Harvest', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1450,Daily Harvest Butter 500g,Dairy,Daily Harvest,Premium butter 500g for Indian households.,777,200g,natural,yellow,images/1450.png,"Photorealistic Butter 500g, fictional brand 'Daily Harvest', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1451,Griha Essentials Milk 1L,Dairy,Griha Essentials,Premium milk 1l for Indian households.,234,1kg,plain,red,images/1451.png,"Photorealistic Milk 1L, fictional brand 'Griha Essentials', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1452,FreshRoots Shampoo,Personal Care,FreshRoots,Premium shampoo for Indian households.,199,200g,herbal,red,images/1452.png,"Photorealistic Shampoo, fictional brand 'FreshRoots', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1453,Arogya Life USB Cable,Electronics,Arogya Life,Premium usb cable for Indian households.,506,2kg,herbal,yellow,images/1453.png,"Photorealistic USB Cable, fictional brand 'Arogya Life', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1454,Desi Basket Mixer Grinder,Kitchen,Desi Basket,Premium mixer grinder for Indian households.,1357,1L,plain,brown,images/1454.png,"Photorealistic Mixer Grinder, fictional brand 'Desi Basket', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1455,Griha Essentials Fry Pan,Kitchen,Griha Essentials,Premium fry pan for Indian households.,1417,100g,natural,blue,images/1455.png,"Photorealistic Fry Pan, fictional brand 'Griha Essentials', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1456,PureHarvest India Coffee 200g,Grocery,PureHarvest India,Premium coffee 200g for Indian households.,554,200g,mint,blue,images/1456.png,"Photorealistic Coffee 200g, fictional brand 'PureHarvest India', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1457,Arogya Life Curd 500g,Dairy,Arogya Life,Premium curd 500g for Indian households.,1211,500ml,herbal,blue,images/1457.png,"Photorealistic Curd 500g, fictional brand 'Arogya Life', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1458,Griha Essentials Fry Pan,Kitchen,Griha Essentials,Premium fry pan for Indian households.,778,2kg,herbal,black,images/1458.png,"Photorealistic Fry Pan, fictional brand 'Griha Essentials', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1459,FreshRoots Power Bank,Electronics,FreshRoots,Premium power bank for Indian households.,947,1kg,plain,black,images/1459.png,"Photorealistic Power Bank, fictional brand 'FreshRoots', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1460,Arogya Life Body Lotion,Personal Care,Arogya Life,Premium body lotion for Indian households.,1368,1kg,natural,green,images/1460.png,"Photorealistic Body Lotion, fictional brand 'Arogya Life', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1461,PureHarvest India Curd 500g,Dairy,PureHarvest India,Premium curd 500g for Indian households.,911,200g,vanilla,yellow,images/1461.png,"Photorealistic Curd 500g, fictional brand 'PureHarvest India', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1462,FreshRoots Paneer 200g,Dairy,FreshRoots,Premium paneer 200g for Indian households.,429,200g,vanilla,brown,images/1462.png,"Photorealistic Paneer 200g, fictional brand 'FreshRoots', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1463,PureHarvest India Lunch Box,Kitchen,PureHarvest India,Premium lunch box for Indian households.,30,2kg,classic,blue,images/1463.png,"Photorealistic Lunch Box, fictional brand 'PureHarvest India', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1464,Annapurna Foods Salt 1kg,Grocery,Annapurna Foods,Premium salt 1kg for Indian households.,592,1L,mint,red,images/1464.png,"Photorealistic Salt 1kg, fictional brand 'Annapurna Foods', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1465,Namma Choice Milk 1L,Dairy,Namma Choice,Premium milk 1l for Indian households.,565,500g,vanilla,red,images/1465.png,"Photorealistic Milk 1L, fictional brand 'Namma Choice', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1466,Griha Essentials Water Bottle,Kitchen,Griha Essentials,Premium water bottle for Indian households.,176,2kg,masala,orange,images/1466.png,"Photorealistic Water Bottle, fictional brand 'Griha Essentials', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1467,Arogya Life Power Bank,Electronics,Arogya Life,Premium power bank for Indian households.,640,1kg,masala,red,images/1467.png,"Photorealistic Power Bank, fictional brand 'Arogya Life', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1468,Swaad Plus Popcorn,Snacks,Swaad Plus,Premium popcorn for Indian households.,1449,100g,mint,yellow,images/1468.png,"Photorealistic Popcorn, fictional brand 'Swaad Plus', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1469,Namma Choice Water Bottle,Kitchen,Namma Choice,Premium water bottle for Indian households.,533,2kg,plain,green,images/1469.png,"Photorealistic Water Bottle, fictional brand 'Namma Choice', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1470,Desi Basket Fry Pan,Kitchen,Desi Basket,Premium fry pan for Indian households.,1126,1kg,masala,blue,images/1470.png,"Photorealistic Fry Pan, fictional brand 'Desi Basket', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1471,Arogya Life Lunch Box,Kitchen,Arogya Life,Premium lunch box for Indian households.,1367,250ml,mint,black,images/1471.png,"Photorealistic Lunch Box, fictional brand 'Arogya Life', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1472,Swaad Plus Khakhra,Snacks,Swaad Plus,Premium khakhra for Indian households.,1220,1kg,masala,brown,images/1472.png,"Photorealistic Khakhra, fictional brand 'Swaad Plus', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1473,Annapurna Foods Face Wash,Personal Care,Annapurna Foods,Premium face wash for Indian households.,1471,2kg,classic,blue,images/1473.png,"Photorealistic Face Wash, fictional brand 'Annapurna Foods', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1474,Namma Choice LED Bulb 9W,Electronics,Namma Choice,Premium led bulb 9w for Indian households.,295,1kg,spicy,blue,images/1474.png,"Photorealistic LED Bulb 9W, fictional brand 'Namma Choice', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1475,Daily Harvest Ghee 1L,Dairy,Daily Harvest,Premium ghee 1l for Indian households.,480,500ml,spicy,white,images/1475.png,"Photorealistic Ghee 1L, fictional brand 'Daily Harvest', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1476,Bharat Fresh Ghee 1L,Dairy,Bharat Fresh,Premium ghee 1l for Indian households.,1218,100g,masala,yellow,images/1476.png,"Photorealistic Ghee 1L, fictional brand 'Bharat Fresh', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1477,Daily Harvest Curd 500g,Dairy,Daily Harvest,Premium curd 500g for Indian households.,1005,250ml,herbal,red,images/1477.png,"Photorealistic Curd 500g, fictional brand 'Daily Harvest', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1478,FreshRoots Popcorn,Snacks,FreshRoots,Premium popcorn for Indian households.,391,100g,vanilla,yellow,images/1478.png,"Photorealistic Popcorn, fictional brand 'FreshRoots', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1479,Desi Basket Fry Pan,Kitchen,Desi Basket,Premium fry pan for Indian households.,283,100g,spicy,white,images/1479.png,"Photorealistic Fry Pan, fictional brand 'Desi Basket', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1480,Bharat Fresh Lunch Box,Kitchen,Bharat Fresh,Premium lunch box for Indian households.,515,500ml,spicy,white,images/1480.png,"Photorealistic Lunch Box, fictional brand 'Bharat Fresh', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1481,Griha Essentials Bluetooth Speaker,Electronics,Griha Essentials,Premium bluetooth speaker for Indian households.,904,200g,herbal,brown,images/1481.png,"Photorealistic Bluetooth Speaker, fictional brand 'Griha Essentials', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1482,Bharat Fresh Face Wash,Personal Care,Bharat Fresh,Premium face wash for Indian households.,149,2kg,masala,orange,images/1482.png,"Photorealistic Face Wash, fictional brand 'Bharat Fresh', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1483,Namma Choice Lunch Box,Kitchen,Namma Choice,Premium lunch box for Indian households.,716,100g,natural,white,images/1483.png,"Photorealistic Lunch Box, fictional brand 'Namma Choice', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1484,Griha Essentials Hair Oil,Personal Care,Griha Essentials,Premium hair oil for Indian households.,783,2kg,spicy,red,images/1484.png,"Photorealistic Hair Oil, fictional brand 'Griha Essentials', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1485,PureHarvest India Power Bank,Electronics,PureHarvest India,Premium power bank for Indian households.,217,100g,spicy,brown,images/1485.png,"Photorealistic Power Bank, fictional brand 'PureHarvest India', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1486,Griha Essentials Body Lotion,Personal Care,Griha Essentials,Premium body lotion for Indian households.,151,1kg,vanilla,white,images/1486.png,"Photorealistic Body Lotion, fictional brand 'Griha Essentials', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1487,Annapurna Foods Tea 500g,Grocery,Annapurna Foods,Premium tea 500g for Indian households.,1009,250ml,plain,black,images/1487.png,"Photorealistic Tea 500g, fictional brand 'Annapurna Foods', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1488,Desi Basket Fry Pan,Kitchen,Desi Basket,Premium fry pan for Indian households.,1084,500g,spicy,green,images/1488.png,"Photorealistic Fry Pan, fictional brand 'Desi Basket', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1489,FreshRoots Sugar 1kg,Grocery,FreshRoots,Premium sugar 1kg for Indian households.,798,500g,natural,brown,images/1489.png,"Photorealistic Sugar 1kg, fictional brand 'FreshRoots', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1490,Arogya Life Hair Oil,Personal Care,Arogya Life,Premium hair oil for Indian households.,435,500g,plain,black,images/1490.png,"Photorealistic Hair Oil, fictional brand 'Arogya Life', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1491,Desi Basket USB Cable,Electronics,Desi Basket,Premium usb cable for Indian households.,615,500g,spicy,blue,images/1491.png,"Photorealistic USB Cable, fictional brand 'Desi Basket', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1492,Swaad Plus Face Wash,Personal Care,Swaad Plus,Premium face wash for Indian households.,1267,250ml,plain,orange,images/1492.png,"Photorealistic Face Wash, fictional brand 'Swaad Plus', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1493,Griha Essentials Fry Pan,Kitchen,Griha Essentials,Premium fry pan for Indian households.,917,1kg,spicy,brown,images/1493.png,"Photorealistic Fry Pan, fictional brand 'Griha Essentials', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1494,Daily Harvest Fry Pan,Kitchen,Daily Harvest,Premium fry pan for Indian households.,856,250ml,plain,yellow,images/1494.png,"Photorealistic Fry Pan, fictional brand 'Daily Harvest', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1495,Daily Harvest Power Bank,Electronics,Daily Harvest,Premium power bank for Indian households.,344,500ml,masala,red,images/1495.png,"Photorealistic Power Bank, fictional brand 'Daily Harvest', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1496,Griha Essentials Pressure Cooker 3L,Kitchen,Griha Essentials,Premium pressure cooker 3l for Indian households.,1213,500g,natural,black,images/1496.png,"Photorealistic Pressure Cooker 3L, fictional brand 'Griha Essentials', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1497,Arogya Life Bluetooth Speaker,Electronics,Arogya Life,Premium bluetooth speaker for Indian households.,96,200g,spicy,green,images/1497.png,"Photorealistic Bluetooth Speaker, fictional brand 'Arogya Life', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1498,Daily Harvest Pressure Cooker 3L,Kitchen,Daily Harvest,Premium pressure cooker 3l for Indian households.,53,500ml,mint,orange,images/1498.png,"Photorealistic Pressure Cooker 3L, fictional brand 'Daily Harvest', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1499,FreshRoots Power Bank,Electronics,FreshRoots,Premium power bank for Indian households.,1330,1L,plain,blue,images/1499.png,"Photorealistic Power Bank, fictional brand 'FreshRoots', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1500,PureHarvest India Rice 5kg,Grocery,PureHarvest India,Premium rice 5kg for Indian households.,458,1kg,masala,green,images/1500.png,"Photorealistic Rice 5kg, fictional brand 'PureHarvest India', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1501,Swaad Plus Sugar 1kg,Grocery,Swaad Plus,Premium sugar 1kg for Indian households.,1216,500g,vanilla,green,images/1501.png,"Photorealistic Sugar 1kg, fictional brand 'Swaad Plus', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1502,Bharat Fresh Mixer Grinder,Kitchen,Bharat Fresh,Premium mixer grinder for Indian households.,79,500ml,vanilla,white,images/1502.png,"Photorealistic Mixer Grinder, fictional brand 'Bharat Fresh', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1503,Annapurna Foods Soap,Personal Care,Annapurna Foods,Premium soap for Indian households.,480,500g,mint,yellow,images/1503.png,"Photorealistic Soap, fictional brand 'Annapurna Foods', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1504,Bharat Fresh LED Bulb 9W,Electronics,Bharat Fresh,Premium led bulb 9w for Indian households.,1409,250ml,masala,brown,images/1504.png,"Photorealistic LED Bulb 9W, fictional brand 'Bharat Fresh', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1505,Namma Choice Sugar 1kg,Grocery,Namma Choice,Premium sugar 1kg for Indian households.,217,1kg,natural,white,images/1505.png,"Photorealistic Sugar 1kg, fictional brand 'Namma Choice', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1506,Griha Essentials Keyboard,Electronics,Griha Essentials,Premium keyboard for Indian households.,738,500g,herbal,green,images/1506.png,"Photorealistic Keyboard, fictional brand 'Griha Essentials', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1507,Swaad Plus Water Bottle,Kitchen,Swaad Plus,Premium water bottle for Indian households.,1006,500g,classic,yellow,images/1507.png,"Photorealistic Water Bottle, fictional brand 'Swaad Plus', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1508,PureHarvest India Paneer 200g,Dairy,PureHarvest India,Premium paneer 200g for Indian households.,498,2kg,vanilla,black,images/1508.png,"Photorealistic Paneer 200g, fictional brand 'PureHarvest India', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1509,Daily Harvest Mixer Grinder,Kitchen,Daily Harvest,Premium mixer grinder for Indian households.,1360,250ml,plain,yellow,images/1509.png,"Photorealistic Mixer Grinder, fictional brand 'Daily Harvest', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1510,Desi Basket Curd 500g,Dairy,Desi Basket,Premium curd 500g for Indian households.,639,250ml,herbal,green,images/1510.png,"Photorealistic Curd 500g, fictional brand 'Desi Basket', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1511,FreshRoots Ghee 1L,Dairy,FreshRoots,Premium ghee 1l for Indian households.,682,2kg,natural,white,images/1511.png,"Photorealistic Ghee 1L, fictional brand 'FreshRoots', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1512,Griha Essentials Soap,Personal Care,Griha Essentials,Premium soap for Indian households.,781,100g,classic,yellow,images/1512.png,"Photorealistic Soap, fictional brand 'Griha Essentials', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1513,Annapurna Foods Masala Mixture,Snacks,Annapurna Foods,Premium masala mixture for Indian households.,904,100g,mint,yellow,images/1513.png,"Photorealistic Masala Mixture, fictional brand 'Annapurna Foods', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1514,PureHarvest India Soap,Personal Care,PureHarvest India,Premium soap for Indian households.,1299,200g,mint,red,images/1514.png,"Photorealistic Soap, fictional brand 'PureHarvest India', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1515,Desi Basket Potato Chips,Snacks,Desi Basket,Premium potato chips for Indian households.,1141,250ml,vanilla,white,images/1515.png,"Photorealistic Potato Chips, fictional brand 'Desi Basket', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1516,Daily Harvest Popcorn,Snacks,Daily Harvest,Premium popcorn for Indian households.,1460,100g,herbal,green,images/1516.png,"Photorealistic Popcorn, fictional brand 'Daily Harvest', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1517,Griha Essentials LED Bulb 9W,Electronics,Griha Essentials,Premium led bulb 9w for Indian households.,334,1kg,masala,blue,images/1517.png,"Photorealistic LED Bulb 9W, fictional brand 'Griha Essentials', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1518,Arogya Life Curd 500g,Dairy,Arogya Life,Premium curd 500g for Indian households.,355,1L,vanilla,red,images/1518.png,"Photorealistic Curd 500g, fictional brand 'Arogya Life', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1519,Bharat Fresh Face Wash,Personal Care,Bharat Fresh,Premium face wash for Indian households.,915,250ml,herbal,brown,images/1519.png,"Photorealistic Face Wash, fictional brand 'Bharat Fresh', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1520,Arogya Life Shampoo,Personal Care,Arogya Life,Premium shampoo for Indian households.,1134,1kg,herbal,white,images/1520.png,"Photorealistic Shampoo, fictional brand 'Arogya Life', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1521,Namma Choice Potato Chips,Snacks,Namma Choice,Premium potato chips for Indian households.,378,2kg,plain,blue,images/1521.png,"Photorealistic Potato Chips, fictional brand 'Namma Choice', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1522,Bharat Fresh Curd 500g,Dairy,Bharat Fresh,Premium curd 500g for Indian households.,1352,500ml,spicy,green,images/1522.png,"Photorealistic Curd 500g, fictional brand 'Bharat Fresh', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1523,Namma Choice Rice 5kg,Grocery,Namma Choice,Premium rice 5kg for Indian households.,962,100g,mint,yellow,images/1523.png,"Photorealistic Rice 5kg, fictional brand 'Namma Choice', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1524,Daily Harvest Keyboard,Electronics,Daily Harvest,Premium keyboard for Indian households.,868,500g,spicy,black,images/1524.png,"Photorealistic Keyboard, fictional brand 'Daily Harvest', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1525,FreshRoots Hair Oil,Personal Care,FreshRoots,Premium hair oil for Indian households.,1279,500ml,mint,brown,images/1525.png,"Photorealistic Hair Oil, fictional brand 'FreshRoots', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1526,Swaad Plus Power Bank,Electronics,Swaad Plus,Premium power bank for Indian households.,1427,500ml,masala,red,images/1526.png,"Photorealistic Power Bank, fictional brand 'Swaad Plus', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1527,Annapurna Foods Fry Pan,Kitchen,Annapurna Foods,Premium fry pan for Indian households.,705,500ml,spicy,white,images/1527.png,"Photorealistic Fry Pan, fictional brand 'Annapurna Foods', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1528,Namma Choice Shampoo,Personal Care,Namma Choice,Premium shampoo for Indian households.,1322,2kg,masala,black,images/1528.png,"Photorealistic Shampoo, fictional brand 'Namma Choice', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1529,Desi Basket Fry Pan,Kitchen,Desi Basket,Premium fry pan for Indian households.,386,1L,herbal,brown,images/1529.png,"Photorealistic Fry Pan, fictional brand 'Desi Basket', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1530,FreshRoots USB Cable,Electronics,FreshRoots,Premium usb cable for Indian households.,512,100g,herbal,white,images/1530.png,"Photorealistic USB Cable, fictional brand 'FreshRoots', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1531,Bharat Fresh Paneer 200g,Dairy,Bharat Fresh,Premium paneer 200g for Indian households.,224,500ml,natural,black,images/1531.png,"Photorealistic Paneer 200g, fictional brand 'Bharat Fresh', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1532,Arogya Life Cheese 200g,Dairy,Arogya Life,Premium cheese 200g for Indian households.,1119,500g,masala,blue,images/1532.png,"Photorealistic Cheese 200g, fictional brand 'Arogya Life', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1533,Swaad Plus Khakhra,Snacks,Swaad Plus,Premium khakhra for Indian households.,1323,100g,natural,brown,images/1533.png,"Photorealistic Khakhra, fictional brand 'Swaad Plus', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1534,Griha Essentials Jaggery 500g,Grocery,Griha Essentials,Premium jaggery 500g for Indian households.,1458,2kg,natural,orange,images/1534.png,"Photorealistic Jaggery 500g, fictional brand 'Griha Essentials', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1535,FreshRoots Jaggery 500g,Grocery,FreshRoots,Premium jaggery 500g for Indian households.,49,500ml,herbal,green,images/1535.png,"Photorealistic Jaggery 500g, fictional brand 'FreshRoots', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1536,Griha Essentials Potato Chips,Snacks,Griha Essentials,Premium potato chips for Indian households.,1281,1kg,herbal,white,images/1536.png,"Photorealistic Potato Chips, fictional brand 'Griha Essentials', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1537,Desi Basket Butter 500g,Dairy,Desi Basket,Premium butter 500g for Indian households.,1211,1kg,masala,blue,images/1537.png,"Photorealistic Butter 500g, fictional brand 'Desi Basket', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1538,Arogya Life Bhujia,Snacks,Arogya Life,Premium bhujia for Indian households.,389,200g,vanilla,green,images/1538.png,"Photorealistic Bhujia, fictional brand 'Arogya Life', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1539,Bharat Fresh Salt 1kg,Grocery,Bharat Fresh,Premium salt 1kg for Indian households.,613,200g,masala,red,images/1539.png,"Photorealistic Salt 1kg, fictional brand 'Bharat Fresh', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1540,PureHarvest India Soap,Personal Care,PureHarvest India,Premium soap for Indian households.,833,1kg,masala,white,images/1540.png,"Photorealistic Soap, fictional brand 'PureHarvest India', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1541,PureHarvest India Cookies,Snacks,PureHarvest India,Premium cookies for Indian households.,1383,200g,vanilla,brown,images/1541.png,"Photorealistic Cookies, fictional brand 'PureHarvest India', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1542,Namma Choice Pressure Cooker 3L,Kitchen,Namma Choice,Premium pressure cooker 3l for Indian households.,1278,250ml,vanilla,yellow,images/1542.png,"Photorealistic Pressure Cooker 3L, fictional brand 'Namma Choice', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1543,Swaad Plus Body Lotion,Personal Care,Swaad Plus,Premium body lotion for Indian households.,279,200g,masala,blue,images/1543.png,"Photorealistic Body Lotion, fictional brand 'Swaad Plus', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1544,Annapurna Foods Bluetooth Speaker,Electronics,Annapurna Foods,Premium bluetooth speaker for Indian households.,1030,2kg,mint,orange,images/1544.png,"Photorealistic Bluetooth Speaker, fictional brand 'Annapurna Foods', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1545,Namma Choice Paneer 200g,Dairy,Namma Choice,Premium paneer 200g for Indian households.,1248,2kg,spicy,red,images/1545.png,"Photorealistic Paneer 200g, fictional brand 'Namma Choice', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1546,Bharat Fresh Bhujia,Snacks,Bharat Fresh,Premium bhujia for Indian households.,636,2kg,natural,orange,images/1546.png,"Photorealistic Bhujia, fictional brand 'Bharat Fresh', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1547,Desi Basket LED Bulb 9W,Electronics,Desi Basket,Premium led bulb 9w for Indian households.,1436,500ml,masala,brown,images/1547.png,"Photorealistic LED Bulb 9W, fictional brand 'Desi Basket', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1548,Namma Choice Toor Dal 1kg,Grocery,Namma Choice,Premium toor dal 1kg for Indian households.,122,200g,classic,red,images/1548.png,"Photorealistic Toor Dal 1kg, fictional brand 'Namma Choice', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1549,Annapurna Foods Body Lotion,Personal Care,Annapurna Foods,Premium body lotion for Indian households.,1474,100g,natural,yellow,images/1549.png,"Photorealistic Body Lotion, fictional brand 'Annapurna Foods', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1550,Desi Basket Body Lotion,Personal Care,Desi Basket,Premium body lotion for Indian households.,429,500ml,mint,orange,images/1550.png,"Photorealistic Body Lotion, fictional brand 'Desi Basket', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1551,Griha Essentials Hair Oil,Personal Care,Griha Essentials,Premium hair oil for Indian households.,319,100g,natural,green,images/1551.png,"Photorealistic Hair Oil, fictional brand 'Griha Essentials', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1552,Namma Choice Pressure Cooker 3L,Kitchen,Namma Choice,Premium pressure cooker 3l for Indian households.,143,2kg,plain,blue,images/1552.png,"Photorealistic Pressure Cooker 3L, fictional brand 'Namma Choice', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1553,Desi Basket Hair Oil,Personal Care,Desi Basket,Premium hair oil for Indian households.,806,500ml,spicy,white,images/1553.png,"Photorealistic Hair Oil, fictional brand 'Desi Basket', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1554,Bharat Fresh Rice 5kg,Grocery,Bharat Fresh,Premium rice 5kg for Indian households.,1024,500ml,spicy,brown,images/1554.png,"Photorealistic Rice 5kg, fictional brand 'Bharat Fresh', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1555,Namma Choice Potato Chips,Snacks,Namma Choice,Premium potato chips for Indian households.,200,200g,vanilla,red,images/1555.png,"Photorealistic Potato Chips, fictional brand 'Namma Choice', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
